Publishing Date,Book Name,Author,Language,Author Rating,Rating Group,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue, Sale Price , Price Range ,Sales Rank,Publisher ,Units Sold
2004,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),"Tsugumi Ohba, Takeshi Obata",english,Famous,4.50,4.42,"139,501",fiction," $6,687.24 ", $-   , $3.99 , $ 3 - 4 ,56,"Amazon Digital Services,  Inc.","1,676"
2004,"Crank (Crank, #1)",Ellen Hopkins,english,Excellent,4.00,4.16,"104,168",fiction, $833.91 , $-   , $3.99 , $ 3 - 4 ,431,"Amazon Digital Services,  Inc.","5,643"
2004,The Dark Tower,Stephen King,english - US,Excellent,4.50,4.27,"93,296",fiction, $770.07 , $-   , $3.99 , $ 3 - 4 ,463,"Amazon Digital Services,  Inc.","5,211"
2004,Messenglisher ,Lois Lowry,english,Intermediate,4.00,3.90,"79,746",fiction, $462.84 , $277.70 , $3.99 , $ 3 - 4 ,877,"Amazon Digital Services,  Inc.","30,888"
2004,Song of Susannah,"Stephen King, Darrel Anderson",english,Intermediate,4.00,3.98,"84,957",fiction, $469.43 , $-   , $2.99 , $ 2 - 3 ,578,"Amazon Digital Services,  Inc.","4,239"
2004,Dead Witch Walking,Kim Harrison,english - US,Excellent,4.00,4.04,"91,390",nonfiction, $349.83 , $-   , $2.99 , $ 2 - 3 ,852,"Amazon Digital Services,  Inc.","32,184"
2004,Shopaholic and Sister,Sophie Kinsella,english,Intermediate,3.50,3.64,"69,007",fiction, $331.89 , $-   , $2.99 , $ 2 - 3 ,1059,"Amazon Digital Services,  Inc.","4,400"
2004,The Mermaid Chair,Sue Monk Kidd,english,Novice,3.00,3.10,"62,760",fiction, $322.92 , $-   , $2.99 , $ 2 - 3 ,1199,"Amazon Digital Services,  Inc.",108
2005,Princess Academy,Shannon Hale,english,Excellent,4.00,4.01,"82,470",fiction," $1,414.14 ", $848.48 , $12.74 , $ 12 - 13 ,1080,Simon and Schuster Digital Sales Inc,"4,360"
2005,1776,David McCullough,english,Intermediate,4.00,4.06,"130,293",fiction," $7,814.40 "," $4,688.64 ", $11.84 , $ 11 - 12 ,168,Random House LLC,660
2005,A Breath of Snow and Ashes,Diana Gabaldon,english,Famous,4.50,4.43,"87,098",nonfiction," $1,746.60 "," $1,047.96 ", $10.65 , $ 10 - 11 ,547,Penglishuin Group (USA) LLC,"4,428"
2005,Anansi Boys,Neil Gaiman,english,Intermediate,4.00,4.00,"137,639",nonfiction," $1,572.10 ", $943.26 , $1.99 , $ 1 - 2 ,142,"Amazon Digital Services,  Inc.",790
2005,Elantris,Brandon Sanderson,english,Excellent,4.00,4.17,"95,950",fiction, $314.42 , $188.65 , $1.99 , $ 1 - 2 ,574,Simon and Schuster Digital Sales Inc,"4,266"
2005,Vanishing Acts,Jodi Picoult,english - US,Intermediate,3.50,3.68,"79,662",fiction, $258.70 , $155.22 , $1.99 , $ 1 - 2 ,703,Random House LLC,"48,816"
2005,Haunted: A Novel of Stories,Chuck Palahniuk,english,Intermediate,3.50,3.59,"68,861",fiction, $234.82 , $140.89 , $1.99 , $ 1 - 2 ,810,Simon and Schuster Digital Sales Inc,"35,424"
2005,The Camel Club,David Baldacci,english,Excellent,4.00,4.02,"58,973",nonfiction, $139.32 , $83.59 , $1.29 , $ 1 - 2 ,1187,"Amazon Digital Services,  Inc.",108
2005,The Angel Experiment,James Patterson,english,Intermediate,4.00,4.08,"172,302",fiction," $1,949.31 ", $-   , $0.99 , $ 0 - 1 ,37,"Amazon Digital Services,  Inc.","1,969"
2005,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,english,Intermediate,4.00,4.02,"106,211",fiction, $483.12 , $289.87 , $0.99 , $ 0 - 1 ,207,"Amazon Digital Services,  Inc.",488
2005,The Opal Deception,Eoin Colfer,english,Excellent,4.00,4.04,"95,638",fiction, $121.77 , $73.06 , $0.99 , $ 0 - 1 ,733,"Amazon Digital Services,  Inc.","45,360"
2005,The Broker,John Grisham,english,Intermediate,4.00,3.77,"65,428",fiction, $114.84 , $68.90 , $0.99 , $ 0 - 1 ,892,"Amazon Digital Services,  Inc.","29,592"
2005,Everyone Worth Knowing,Lauren Weisberger,english - US,Novice,3.50,3.39,"59,932",fiction, $109.89 , $-   , $0.99 , $ 0 - 1 ,1055,"Amazon Digital Services,  Inc.","4,400"
2005,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,,Excellent,4.00,4.01,"58,841",nonfiction, $107.91 , $-   , $0.99 , $ 0 - 1 ,1138,"Amazon Digital Services,  Inc.","4,280"
2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",,Intermediate,4.00,3.88,"89,204",fiction," $1,632.28 ", $979.37 , $9.49 , $ 9 - 10 ,513,Penglishuin Group (USA) LLC,"4,644"
2005,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",english,Excellent,4.00,4.10,"89,733",nonfiction," $1,225.36 ", $-   , $9.01 , $ 9 - 10 ,675,"Amazon Digital Services,  Inc.","53,136"
2005,Eleven on Top,Janet Evanovich,english - US,Excellent,4.00,4.15,"84,363",fiction, $846.37 , $507.82 , $7.49 , $ 7 - 8 ,1006,Penglishuin Group (USA) LLC,"2,862"
2005,The Burning Bridge,John Flanagan,english - US,Excellent,4.50,4.28,"74,156",nonfiction, $838.88 , $503.33 , $7.49 , $ 7 - 8 ,1015,Macmillan,"2,862"
2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",english,Excellent,4.50,4.25,"72,797",fiction, $770.24 , $462.14 , $6.64 , $ 6 - 7 ,879,Hachette Book Group,"30,672"
2005,Tintenblut,"Cornelia Funke, Anthea Bell",english,Intermediate,4.00,3.91,"82,291",fiction, $789.87 , $473.92 , $6.99 , $ 6 - 7 ,1007,"Amazon Digital Services,  Inc.","2,862"
2005,Dead as a Doornail ,Charlaine Harris,english,Intermediate,4.00,4.01,"169,560",fiction," $5,068.80 "," $3,041.28 ", $5.12 , $ 5 - 6 ,102,Penglishuin Group (USA) LLC,990
2005,The Constant Princess,Philippa Gregory,english - US,Intermediate,4.00,3.88,"124,786",fiction," $3,564.05 "," $2,138.43 ", $5.99 , $ 5 - 6 ,181,Penglishuin Group (USA) LLC,595
2005,Old Man's War,John Scalzi,english,Excellent,4.00,4.23,"97,653",fiction," $1,311.81 ", $787.09 , $5.99 , $ 5 - 6 ,412,Macmillan,"5,913"
2005,No Country for Old Men,Cormac McCarthy,english,Excellent,4.00,4.12,"100,513",fiction," $1,611.77 ", $967.06 , $4.99 , $ 4 - 5 ,306,Simon and Schuster Digital Sales Inc,323
2005,Dead Beat,Jim Butcher,english,Famous,4.50,4.43,"78,123",fiction, $568.86 , $-   , $4.99 , $ 4 - 5 ,944,"Amazon Digital Services,  Inc.","2,916"
2005,The History of Love,Nicole Krauss,english,Intermediate,4.00,3.91,"98,379",fiction, $977.55 , $-   , $3.99 , $ 3 - 4 ,359,"Amazon Digital Services,  Inc.",245
2005,The Year of Magical Thinking,Joan Didion,english,Intermediate,4.00,3.86,"94,590",fiction, $909.72 , $-   , $3.99 , $ 3 - 4 ,393,"Amazon Digital Services,  Inc.","6,156"
2005,A Long Way Down,Nick Hornby,english,Novice,3.50,3.41,"59,843",nonfiction, $446.88 , $268.13 , $3.99 , $ 3 - 4 ,1046,Hachette Book Group,"4,440"
2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",english,Intermediate,3.50,3.56,"50,921",fiction, $434.91 , $-   , $3.99 , $ 3 - 4 ,1151,"Amazon Digital Services,  Inc.","4,240"
2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,english,Intermediate,3.50,3.67,"121,373",nonfiction," $1,599.65 ", $959.79 , $2.99 , $ 2 - 3 ,193,Random House LLC,535
2005,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",english,Excellent,4.50,4.30,"102,923",fiction, $726.57 , $435.94 , $2.99 , $ 2 - 3 ,364,"Amazon Digital Services,  Inc.",243
2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,english - US,Intermediate,3.50,3.66,"78,271",fiction, $544.18 , $326.51 , $2.99 , $ 2 - 3 ,485,Hachette Book Group,"4,914"
2005,Knife of Dreams,Robert Jordan,english - US,Excellent,4.00,4.12,"71,379",fiction, $349.83 , $-   , $2.99 , $ 2 - 3 ,860,"Amazon Digital Services,  Inc.","31,752"
2005,Magyk,Angie Sage,english,Intermediate,4.00,3.80,"86,805",fiction, $343.85 , $206.31 , $2.99 , $ 2 - 3 ,917,"Amazon Digital Services,  Inc.","2,916"
2005,Poison Study,Maria V. Snyder,english,Excellent,4.00,4.16,"96,417",fiction, $343.85 , $-   , $2.99 , $ 2 - 3 ,937,"Amazon Digital Services,  Inc.","2,916"
2005,One Shot,Lee Child,english,Excellent,4.00,4.20,"63,335",fiction, $340.86 , $204.52 , $2.99 , $ 2 - 3 ,968,Simon and Schuster Digital Sales Inc,"2,889"
2006,A Bruxa de Portobello,Paulo Coelho,english,Intermediate,3.50,3.51,"51,461",fiction," $1,327.32 ", $796.39 , $12.29 , $ 12 - 13 ,1179,HarperCollins Publishers,108
2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,english - US,Intermediate,4.00,3.82,"150,222",fiction," $10,131.55 "," $6,078.93 ", $11.99 , $ 11 - 12 ,131,Hachette Book Group,845
2006,My Life in France,"Julia Child, Alex Prud'Homme",english,Excellent,4.00,4.16,"63,100",fiction," $1,330.89 ", $798.53 , $11.99 , $ 11 - 12 ,1066,Penglishuin Group (USA) LLC,"4,400"
2006,Ptolemy's Gate,Jonathan Stroud,english,Excellent,4.00,4.24,"63,838",fiction," $1,272.23 ", $763.34 , $11.89 , $ 11 - 12 ,1207,HarperCollins Publishers,107
2006,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,english,Excellent,4.50,4.35,"137,558",nonfiction," $2,460.15 "," $1,476.09 ", $10.65 , $ 10 - 11 ,387,Random House LLC,"6,237"
2006,Darkfever,Karen Marie Moning,english,Excellent,4.00,4.14,"110,812",fiction," $1,618.80 ", $971.28 , $10.65 , $ 10 - 11 ,601,Penglishuin Group (USA) LLC,"4,104"
2006,Moon Called,Patricia Briggs,english,Excellent,4.00,4.18,"129,150",fiction, $350.24 , $-   , $1.99 , $ 1 - 2 ,497,"Amazon Digital Services,  Inc.","4,752"
2006,The Blind Side: Evolution of a Game,Michael   Lewis,english,Excellent,4.00,4.16,"37,792",children, $226.86 , $136.12 , $1.99 , $ 1 - 2 ,956,HarperCollins Publishers,"2,889"
2006,The Omnivore's Dilemma,Michael Pollan,english,Intermediate,4.00,4.17,"133,271",fiction," $3,035.34 ", $-   , $0.99 , $ 0 - 1 ,19,"Amazon Digital Services,  Inc.","3,066"
2006,It's Kind of a Funny Story,Ned Vizzini,english - US,Intermediate,4.00,4.14,"161,001",nonfiction," $2,045.34 "," $1,227.20 ", $0.99 , $ 0 - 1 ,34,HarperCollins Publishers,"2,066"
2006,Cleopatra: A Life,Stacy Schiff,english,Intermediate,3.50,3.62,"73,994",fiction, $181.17 , $-   , $0.99 , $ 0 - 1 ,483,"Amazon Digital Services,  Inc.","4,941"
2006,A Dirty Job,Christopher Moore,english - US,Excellent,4.00,4.08,"78,523",nonfiction, $127.71 , $76.63 , $0.99 , $ 0 - 1 ,707,"Amazon Digital Services,  Inc.","48,168"
2006,Extras,Scott Westerfeld,english - US,Intermediate,3.50,3.59,"85,873",fiction, $110.88 , $66.53 , $0.99 , $ 0 - 1 ,1013,"Amazon Digital Services,  Inc.","2,862"
2006,Infidel,Ayaan Hirsi Ali,english,Excellent,4.00,4.20,"58,432",fiction, $107.91 , $-   , $0.99 , $ 0 - 1 ,1161,"Amazon Digital Services,  Inc.",109
2006,Fablehaven,Brandon Mull,english,Excellent,4.00,4.08,"99,390",fiction," $1,470.26 ", $882.16 , $9.02 , $ 9 - 10 ,553,Random House LLC,"4,401"
2006,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,english - US,Intermediate,4.00,4.02,"163,054",fiction," $6,525.00 "," $3,915.00 ", $7.50 , $ 7 - 8 ,126,Simon and Schuster Digital Sales Inc,870
2006,The Blade Itself,Joe Abercrombie,english,Excellent,4.00,4.14,"97,501",fiction," $1,717.85 "," $1,030.71 ", $7.99 , $ 7 - 8 ,419,Random House LLC,"5,805"
2006,Life As We Knew It,Susan Beth Pfeffer,english,Intermediate,4.00,3.89,"94,282",nonfiction," $1,097.92 ", $658.75 , $7.52 , $ 7 - 8 ,629,"Amazon Digital Services,  Inc.","3,942"
2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",english - US,Intermediate,3.50,3.73,"60,372",fiction, $846.94 , $508.16 , $7.99 , $ 7 - 8 ,1247,Random House LLC,106
2006,Baby Proof,Emily Giffin,english - US,Intermediate,3.50,3.71,"124,371",nonfiction," $5,841.00 "," $3,504.60 ", $6.49 , $ 6 - 7 ,120,Macmillan,900
2006,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",english,Intermediate,3.50,3.73,"101,669",fiction," $1,698.57 "," $1,019.14 ", $6.99 , $ 6 - 7 ,363,Hachette Book Group,243
2006,Proven Guilty,Jim Butcher,english,Famous,4.50,4.41,"75,133",fiction, $778.62 , $467.17 , $6.83 , $ 6 - 7 ,971,Simon and Schuster Digital Sales Inc,"2,889"
2006,Saving The World and Other Extreme Sports,James Patterson,english - US,Excellent,4.00,4.16,"75,436",fiction, $748.44 , $449.06 , $6.93 , $ 6 - 7 ,1190,Hachette Book Group,108
2006,The Boleyn Inheritance,Philippa Gregory,english,Intermediate,4.00,3.84,"62,135",fiction, $646.92 , $388.15 , $5.99 , $ 5 - 6 ,1193,Hachette Book Group,108
2006,Pretty Little Liars,Sarabic Shepard,english - US,Intermediate,4.00,3.90,"156,328",fiction," $15,968.00 ", $-   , $4.99 , $ 4 - 5 ,17,"Amazon Digital Services,  Inc.","3,200"
2006,Cell,Stephen King,english - US,Intermediate,3.50,3.64,"144,591",fiction," $5,933.78 "," $3,560.27 ", $4.54 , $ 4 - 5 ,80,HarperCollins Publishers,"1,307"
2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barabicck Obama,english - US,Intermediate,3.50,3.69,"110,873",fiction," $3,243.50 ", $-   , $4.99 , $ 4 - 5 ,170,"Amazon Digital Services,  Inc.",650
2006,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,english,Famous,4.50,4.45,"134,249",fiction," $1,412.17 ", $847.30 , $4.99 , $ 4 - 5 ,330,Simon and Schuster Digital Sales Inc,283
2006,For One More Day,Mitch Albom,english - US,Intermediate,4.00,4.09,"102,193",fiction," $1,488.27 ", $-   , $3.99 , $ 3 - 4 ,276,"Amazon Digital Services,  Inc.",373
2006,Blue Bloods,Melissa de la Cruz,english - US,Intermediate,3.50,3.68,"116,687",fiction, $702.24 , $421.34 , $3.99 , $ 3 - 4 ,497,"Amazon Digital Services,  Inc.","4,752"
2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",english,Excellent,4.50,4.34,"46,551",fiction, $446.88 , $-   , $3.99 , $ 3 - 4 ,1030,"Amazon Digital Services,  Inc.","4,440"
2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",english,Famous,4.50,4.40,"65,477",fiction, $434.91 , $-   , $3.99 , $ 3 - 4 ,1155,"Amazon Digital Services,  Inc.","4,240"
2006,The Lies of Locke Lamora,Scott Lynch,english,Intermediate,4.50,4.30,"118,751",fiction," $1,324.57 ", $794.74 , $2.99 , $ 2 - 3 ,234,Simon and Schuster Digital Sales Inc,443
2006,Specials,Scott Westerfeld,english,Intermediate,4.00,3.77,"139,168",fiction," $1,124.24 ", $674.54 , $2.99 , $ 2 - 3 ,274,"Amazon Digital Services,  Inc.",376
2006,School's Out Forever,James Patterson,english - US,Excellent,4.00,4.16,"90,157",fiction, $340.86 , $204.52 , $2.99 , $ 2 - 3 ,958,"Amazon Digital Services,  Inc.","2,889"
2006,The Lost Colony,Eoin Colfer,english - US,Excellent,4.00,4.01,"103,844",nonfiction, $282.50 , $169.50 , $2.50 , $ 2 - 3 ,1012,"Amazon Digital Services,  Inc.","2,862"
2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,english - US,Excellent,4.50,4.32,"60,959",fiction, $325.91 , $195.55 , $2.99 , $ 2 - 3 ,1149,"Amazon Digital Services,  Inc.","4,240"
2006,The Shifting Fog,Kate Morton,english,Intermediate,4.00,3.93,"69,948",fiction, $228.00 , $-   , $2.00 , $ 2 - 3 ,970,"Amazon Digital Services,  Inc.","2,889"
2006,The Tenth Circle,Jodi Picoult,english,Novice,3.50,3.48,"99,170",fiction," $3,955.60 "," $2,373.36 ", $17.98 , $ 17 - 18 ,409,"Amazon Digital Services,  Inc.","5,940"
2006,What Is the What: The Autobiography of Valentino Achak Denglish,Dave Eggers,english,Excellent,4.00,4.16,"59,333",fiction," $1,680.32 "," $1,008.19 ", $14.24 , $ 14 - 15 ,811,Penglishuin Group (USA) LLC,"35,424"
2007,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",english,Excellent,4.50,4.37,"74,378",nonfiction," $1,366.86 ", $820.12 , $11.99 , $ 11 - 12 ,960,Penglishuin Group (USA) LLC,"2,889"
2007,Einstein. His Life and Universe,Walter Isaacson,english,Excellent,4.00,4.08,"71,156",nonfiction, $322.38 , $193.43 , $1.99 , $ 1 - 2 ,557,"Amazon Digital Services,  Inc.","4,374"
2007,Halfway to the Grave,Jeaniene Frost,english,Excellent,4.00,4.18,"106,608",fiction, $232.83 , $139.70 , $1.99 , $ 1 - 2 ,834,"Amazon Digital Services,  Inc.","33,912"
2007,World Without End,Ken Follett,english,Intermediate,4.00,4.23,"128,715",fiction, $905.85 , $543.51 , $0.99 , $ 0 - 1 ,117,Random House LLC,915
2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,english,Intermediate,4.00,3.84,"150,003",fiction, $895.95 , $537.57 , $0.99 , $ 0 - 1 ,119,"Amazon Digital Services,  Inc.",905
2007,Unwind,Neal Shusterman,english,Intermediate,4.00,4.18,"143,892",fiction, $524.70 , $314.82 , $0.99 , $ 0 - 1 ,194,Macmillan,530
2007,Shopaholic and Baby,Sophie Kinsella,english,Intermediate,4.00,3.77,"98,130",fiction, $191.07 , $-   , $0.99 , $ 0 - 1 ,463,"Amazon Digital Services,  Inc.","5,211"
2007,Before They Are Hanged,Joe Abercrombie,english,Excellent,4.50,4.27,"68,865",fiction, $116.82 , $70.09 , $0.99 , $ 0 - 1 ,804,Random House LLC,"35,856"
2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",english - US,Excellent,4.00,4.14,"87,335",fiction, $114.84 , $68.90 , $0.99 , $ 0 - 1 ,881,"Amazon Digital Services,  Inc.","30,672"
2007,White Night,Jim Butcher,english - US,Famous,4.50,4.41,"73,534",fiction, $111.87 , $67.12 , $0.99 , $ 0 - 1 ,1009,"Amazon Digital Services,  Inc.","2,862"
2007,Born Standing Up: A Comic's Life,Steve Martin,english,Intermediate,4.00,3.87,"60,869",nonfiction, $107.91 , $64.75 , $0.99 , $ 0 - 1 ,1137,"Amazon Digital Services,  Inc.","4,280"
2007,Masquerade,Melissa de la Cruz,english - US,Intermediate,4.00,3.91,"76,598",fiction, $106.92 , $64.15 , $0.99 , $ 0 - 1 ,1196,"Amazon Digital Services,  Inc.",108
2007,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,english - US,Intermediate,4.00,4.14,"116,260",fiction," $3,643.44 ", $-   , $7.99 , $ 7 - 8 ,226,"Amazon Digital Services,  Inc.",456
2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,english,Intermediate,4.00,3.84,"58,396",fiction," $1,693.88 "," $1,016.33 ", $7.99 , $ 7 - 8 ,425,Penglishuin Group (USA) LLC,"5,724"
2007,Lover Unbound,J.R. Ward,english,Excellent,4.50,4.33,"97,514",fiction, $910.86 , $546.52 , $7.99 , $ 7 - 8 ,938,"Amazon Digital Services,  Inc.","2,916"
2007,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",english,Intermediate,4.00,4.11,"160,607",fiction," $10,384.00 "," $6,230.40 ", $6.49 , $ 6 - 7 ,61,Random House LLC,"1,600"
2007,All Together Dead,Charlaine Harris,english,Intermediate,4.00,4.05,"162,689",fiction," $6,983.24 "," $4,189.94 ", $6.49 , $ 6 - 7 ,95,Random House LLC,"1,076"
2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",english - US,Intermediate,4.00,3.91,"71,023",fiction, $885.76 , $531.46 , $6.92 , $ 6 - 7 ,710,Penglishuin Group (USA) LLC,"47,520"
2007,Loving Frank,Nancy Horan,english - US,Intermediate,3.50,3.73,"72,734",fiction, $824.82 , $494.89 , $6.99 , $ 6 - 7 ,804,Hachette Book Group,"35,640"
2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,english,Intermediate,4.00,3.88,"53,586",fiction, $761.91 , $-   , $6.99 , $ 6 - 7 ,1161,"Amazon Digital Services,  Inc.",109
2007,Lover Revealed,J.R. Ward,english,Excellent,4.50,4.30,"97,830",fiction, $694.84 , $-   , $5.99 , $ 5 - 6 ,879,"Amazon Digital Services,  Inc.","30,888"
2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,english,Intermediate,4.00,3.96,"64,347",children, $694.84 , $416.90 , $5.99 , $ 5 - 6 ,883,"Amazon Digital Services,  Inc.","30,456"
2007,The Invention of Hugo Cabret,Brian Selznick,english,Intermediate,4.00,4.23,"132,159",fiction," $1,686.62 ", $-   , $4.99 , $ 4 - 5 ,297,"Amazon Digital Services,  Inc.",338
2007,Wicked Lovely ,Melissa Marr,english - US,Intermediate,3.50,3.69,"131,034",fiction," $1,197.60 ", $718.56 , $4.99 , $ 4 - 5 ,370,Simon and Schuster Digital Sales Inc,240
2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbarabic Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",english - US,Excellent,4.00,4.03,"83,881",fiction, $823.35 , $494.01 , $4.99 , $ 4 - 5 ,542,"Amazon Digital Services,  Inc.","4,455"
2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,english - US,Excellent,4.00,4.10,"61,496",fiction, $563.87 , $-   , $4.99 , $ 4 - 5 ,982,"Amazon Digital Services,  Inc.","2,889"
2007,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,,Intermediate,4.00,3.85,"127,096",fiction," $5,462.31 "," $3,277.39 ", $3.99 , $ 3 - 4 ,76,Hachette Book Group,"1,369"
2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,english - US,Excellent,4.00,4.07,"80,434",fiction, $618.45 , $-   , $3.99 , $ 3 - 4 ,589,"Amazon Digital Services,  Inc.","4,185"
2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",english,Intermediate,4.00,3.81,"108,399",fiction, $538.65 , $-   , $3.99 , $ 3 - 4 ,680,"Amazon Digital Services,  Inc.","52,488"
2007,The Choice,Nicholas spanishrks,english - US,Intermediate,4.00,3.99,"93,479",fiction," $1,483.04 ", $-   , $2.99 , $ 2 - 3 ,202,"Amazon Digital Services,  Inc.",496
2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,english,Intermediate,4.00,3.84,"66,129",fiction, $355.81 , $-   , $2.99 , $ 2 - 3 ,757,"Amazon Digital Services,  Inc.","41,256"
2007,Red Seas Under Red Skies,Scott Lynch,english,Excellent,4.00,4.23,"68,255",fiction, $349.83 , $209.90 , $2.99 , $ 2 - 3 ,831,"Amazon Digital Services,  Inc.","34,128"
2007,Heart-Shaped Box,Joe Hill,english - US,Intermediate,4.00,3.82,"65,005",fiction, $331.89 , $-   , $2.99 , $ 2 - 3 ,1052,"Amazon Digital Services,  Inc.","4,400"
2008,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",english,Intermediate,4.00,3.86,"46,225",fiction," $1,351.90 ", $811.14 , $12.29 , $ 12 - 13 ,1101,HarperCollins Publishers,"4,320"
2008,Half Broke Horses: A True Life Novel,Jeannette Walls,english,Intermediate,4.00,4.05,"110,597",fiction," $5,107.74 "," $3,064.64 ", $11.99 , $ 11 - 12 ,244,Penglishuin Group (USA) LLC,426
2008,Shadow's Edge,Brent Weeks,english - US,Excellent,4.50,4.27,"66,390",fiction," $1,326.08 ", $795.65 , $11.84 , $ 11 - 12 ,1033,Random House LLC,"4,440"
2008,Small Favor,Jim Butcher,english - US,Famous,4.50,4.43,"70,029",nonfiction," $1,219.89 ", $731.93 , $10.99 , $ 10 - 11 ,1077,Random House LLC,"4,360"
2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",english,Intermediate,4.00,3.84,"57,632",fiction," $1,149.18 ", $689.51 , $10.74 , $ 10 - 11 ,1235,Penglishuin Group (USA) LLC,107
2008,The Summoning,Kelley Armstrong,english - US,Excellent,4.00,4.03,"132,285",fiction, $471.63 , $-   , $1.99 , $ 1 - 2 ,376,"Amazon Digital Services,  Inc.",237
2008,City of Thieves,David Benioff,english - GB,Excellent,4.50,4.28,"68,063",fiction, $232.83 , $139.70 , $1.99 , $ 1 - 2 ,832,HarperCollins Publishers,"34,128"
2008,The Silver Linings Playbook,Matthew Quick,english - US,Intermediate,4.00,4.00,"110,939",fiction, $594.00 , $-   , $0.99 , $ 0 - 1 ,180,"Amazon Digital Services,  Inc.",600
2008,From Dead to Worse,Charlaine Harris,english,Intermediate,4.00,4.01,"151,095",fiction, $475.20 , $285.12 , $0.99 , $ 0 - 1 ,212,"Amazon Digital Services,  Inc.",480
2008,Midnight Sun (Partial Draft),Stephenie Meyer,english,Excellent,4.00,4.03,"138,118",fiction, $290.07 , $-   , $0.99 , $ 0 - 1 ,324,"Amazon Digital Services,  Inc.",293
2008,Olive Kitteridge,Elizabeth Strout,english,Intermediate,4.00,3.78,"85,019",fiction, $205.92 , $-   , $0.99 , $ 0 - 1 ,433,"Amazon Digital Services,  Inc.","5,616"
2008,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",english - US,Intermediate,4.00,3.90,"180,961",fiction," $7,759.20 "," $4,655.52 ", $8.48 , $ 8 - 9 ,117,"Amazon Digital Services,  Inc.",915
2008,Love the One You're With,Emily Giffin,english - US,Intermediate,3.50,3.70,"124,812",fiction," $5,663.70 "," $3,398.22 ", $8.99 , $ 8 - 9 ,174,Simon and Schuster Digital Sales Inc,630
2008,Tempted,"P.C. Cast, Kristin Cast",english,Intermediate,4.00,3.96,"127,387",fiction," $2,759.25 "," $1,655.55 ", $8.49 , $ 8 - 9 ,305,HarperCollins Publishers,325
2008,"Lover Enshrined, part one",J.R. Ward,english,Excellent,4.00,4.12,"87,432",fiction, $988.90 , $593.34 , $8.99 , $ 8 - 9 ,1106,Random House LLC,"4,320"
2008,When You Are englishulfed in Flames,David Sedaris,english - US,Intermediate,4.00,4.04,"150,898",fiction," $41,250.00 "," $24,750.00 ", $7.50 , $ 7 - 8 ,3,Hachette Book Group,"5,500"
