Publishing Date,Book Name,Author,Language,Author Rating,Rating Group,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue, Sale Price , Price Range ,Sales Rank,Publisher ,Units Sold
2011,Night Road,Kristin Hannah,english - US,Excellent,4.00,4.17,"58,028",fiction, $104.94 , $62.96 , $0.99 , $ 0 - 1 ,1272,"Amazon Digital Services,  Inc.",106
2011,The Throne of Fire,Rick Riordan,english,Excellent,4.00,4.20,"116,360",nonfiction," $2,067.36 "," $1,240.42 ", $9.44 , $ 9 - 10 ,411,"Amazon Digital Services,  Inc.","5,913"
2011,Daughter of Smoke & Bone,Laini Taylor,english,Intermediate,4.00,4.04,"198,283",fiction," $37,952.50 "," $22,771.50 ", $7.99 , $ 7 - 8 ,4,Penglishuin Group (USA) LLC,"4,750"
2011,Gabriel's Inferno,Sylvain Reynard,english,Excellent,4.00,4.02,"119,633",fiction," $1,781.77 "," $1,069.06 ", $7.99 , $ 7 - 8 ,404,Penglishuin Group (USA) LLC,"6,021"
2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",english,Intermediate,4.00,3.88,"64,637",nonfiction, $912.73 , $547.64 , $7.67 , $ 7 - 8 ,753,Random House LLC,"41,472"
2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",english,Excellent,4.00,4.02,"71,868",children, $872.02 , $523.21 , $7.39 , $ 7 - 8 ,816,"Amazon Digital Services,  Inc.","35,208"
2011,Forever,Maggie Stiefvater,english,Intermediate,4.00,3.91,"85,034",fiction, $827.86 , $496.72 , $7.81 , $ 7 - 8 ,1249,Penglishuin Group (USA) LLC,106
2011,The Power of Habit,Charles Duhigg,english,Intermediate,4.00,4.03,"155,977",fiction," $27,491.67 "," $16,495.00 ", $6.99 , $ 6 - 7 ,6,HarperCollins Publishers,"3,933"
2011,Seriously...I'm Kidding,Ellen DeGeneres,english - US,Intermediate,3.50,3.72,"74,358",fiction, $843.28 , $505.97 , $6.64 , $ 6 - 7 ,714,Hachette Book Group,"46,872"
2011,The Marriage Plot,Jeffrenchy Eugenides,english,Novice,3.50,3.42,"90,551",fiction," $1,080.32 ", $648.19 , $5.12 , $ 5 - 6 ,427,Random House LLC,"5,697"
2011,Rules of Civility,Amor Towles,english,Intermediate,4.00,3.99,"75,541",fiction, $712.81 , $427.69 , $5.99 , $ 5 - 6 ,760,Penglishuin Group (USA) LLC,"40,824"
2011,Silence ,Becca Fitzpatrick,english,Intermediate,4.00,4.16,"190,722",fiction," $8,517.93 ", $-   , $4.99 , $ 4 - 5 ,54,"Amazon Digital Services,  Inc.","1,707"
2011,Awakened,"P.C. Cast, Kristin Cast",english - US,Excellent,4.00,4.02,"101,234",fiction, $675.98 , $405.59 , $4.63 , $ 4 - 5 ,628,Hachette Book Group,"3,942"
2011,The Alloy of Law,Brandon Sanderson,english,Excellent,4.00,4.20,"72,185",fiction, $593.81 , $-   , $4.99 , $ 4 - 5 ,768,"Amazon Digital Services,  Inc.","38,448"
2011,Sing You Home,Jodi Picoult,english - US,Intermediate,4.00,3.76,"62,494",fiction, $516.24 , $309.74 , $4.78 , $ 4 - 5 ,1184,"Amazon Digital Services,  Inc.",108
2011,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",english,Intermediate,4.00,3.77,"105,063",fiction, $849.87 , $509.92 , $3.99 , $ 3 - 4 ,423,"Amazon Digital Services,  Inc.","5,751"
2011,Passion,Lauren Kate,english,Intermediate,4.00,3.89,"119,735",fiction, $790.02 , $-   , $3.99 , $ 3 - 4 ,454,"Amazon Digital Services,  Inc.","5,346"
2011,Lola and the Boy Next Door,Stephanie Perkins,english - US,Intermediate,4.00,4.00,"108,370",fiction, $674.31 , $404.59 , $3.99 , $ 3 - 4 ,524,"Amazon Digital Services,  Inc.","4,563"
2011,A Stolen Life,Jaycee Dugard,english - US,Intermediate,4.00,3.89,"72,713",fiction, $558.60 , $-   , $3.99 , $ 3 - 4 ,655,"Amazon Digital Services,  Inc.","57,240"
2011,The Psychopath Test,Jon Ronson,english,Intermediate,4.00,3.91,"44,097",fiction, $492.70 , $295.62 , $3.79 , $ 3 - 4 ,701,Macmillan,"49,032"
2011,Across the Universe,Beth Revis,english,Intermediate,4.00,3.78,"94,176",fiction, $462.84 , $-   , $3.99 , $ 3 - 4 ,892,"Amazon Digital Services,  Inc.","29,376"
2011,Under the Never Sky,Veronica Rossi,english - GB,Excellent,4.00,4.01,"74,029",fiction, $446.88 , $-   , $3.99 , $ 3 - 4 ,1034,"Amazon Digital Services,  Inc.","4,440"
2011,Wither,Lauren DeStefano,english,Intermediate,4.00,3.81,"84,776",fiction, $412.56 , $-   , $3.82 , $ 3 - 4 ,1169,"Amazon Digital Services,  Inc.",108
2011,The Iron Queen,Julie Kagawa,english,Excellent,4.00,4.24,"82,373",nonfiction, $430.92 , $-   , $3.99 , $ 3 - 4 ,1196,"Amazon Digital Services,  Inc.",108
2011,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,english - US,Intermediate,4.00,4.01,"176,433",fiction," $2,195.20 "," $1,317.12 ", $2.24 , $ 2 - 3 ,104,"Amazon Digital Services,  Inc.",980
2011,How to Be a Woman,Caitlin Moran,english,Intermediate,3.50,3.73,"70,446",fiction, $346.84 , $-   , $2.99 , $ 2 - 3 ,898,"Amazon Digital Services,  Inc.","28,512"
2011,State of Wonder,Ann Patchett,english,Intermediate,4.00,3.85,"124,837",fiction," $1,210.00 ", $-   , $2.00 , $ 2 - 3 ,179,"Amazon Digital Services,  Inc.",605
2011,Leviathan Wakes,James S.A. Corey,english,Excellent,4.00,4.20,"68,416",nonfiction," $1,689.48 "," $1,013.69 ", $14.44 , $ 14 - 15 ,840,HarperCollins Publishers,"33,048"
2012,The Udutchikely Pilgrimage of Harold Fry,Rachel Joyce,english,Intermediate,4.00,3.89,"94,012",fiction," $3,694.60 "," $2,216.76 ", $12.74 , $ 12 - 13 ,326,Hachette Book Group,290
2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",english,Intermediate,4.00,3.97,"61,422",fiction," $2,153.06 "," $1,291.84 ", $12.74 , $ 12 - 13 ,525,Macmillan,"4,563"
2012,The Age of Miracles,Karen Thompson Walker,english,Intermediate,3.50,3.64,"61,296",fiction," $1,314.24 ", $788.54 , $11.84 , $ 11 - 12 ,1062,Random House LLC,"4,400"
2012,Rapture,Lauren Kate,english,Excellent,4.00,4.03,"79,360",nonfiction," $1,282.93 ", $769.76 , $11.99 , $ 11 - 12 ,1216,Random House LLC,107
2012,On Dublin Street,Samantha Young,english,Intermediate,4.00,4.24,"136,761",nonfiction," $3,905.78 "," $2,343.47 ", $10.91 , $ 10 - 11 ,285,Random House LLC,358
2012,Brain on Fire,Susannah Cahalan,english,Intermediate,4.00,4.00,"92,849",fiction," $2,566.65 "," $1,539.99 ", $10.65 , $ 10 - 11 ,368,Hachette Book Group,241
2012,Finale,Becca Fitzpatrick,english,Excellent,4.00,4.22,"107,569",fiction," $1,516.62 ", $909.97 , $10.99 , $ 10 - 11 ,666,Penglishuin Group (USA) LLC,"53,784"
2012,The Marriage Bargain,Jennifer Probst,english,Intermediate,4.00,3.81,"91,630",fiction," $1,307.81 ", $784.69 , $10.99 , $ 10 - 11 ,781,Random House LLC,"37,368"
2012,Me and Earl and the Dying Girl,Jesse Andrews,english - US,Intermediate,3.50,3.58,"82,270",nonfiction," $1,241.87 ", $745.12 , $10.99 , $ 10 - 11 ,988,Random House LLC,"2,889"
2012,The Golden Lily,Richelle Mead,english - US,Excellent,4.50,4.36,"86,929",fiction," $1,230.88 ", $738.53 , $10.99 , $ 10 - 11 ,1037,Penglishuin Group (USA) LLC,"4,440"
2012,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",arabic,Intermediate,3.50,3.72,"42,958",nonfiction," $1,200.10 ", $720.06 , $10.91 , $ 10 - 11 ,1107,Simon and Schuster Digital Sales Inc,"4,320"
2012,Tell the Wolves I'm Home,Carol Rifka Brunt,english,Excellent,4.00,4.04,"85,582",fiction, $340.29 , $-   , $1.99 , $ 1 - 2 ,514,"Amazon Digital Services,  Inc.","4,617"
2012,The Secret Keeper,Kate Morton,,Excellent,4.00,4.13,"89,460",fiction, $332.33 , $199.40 , $1.99 , $ 1 - 2 ,532,HarperCollins Publishers,"4,509"
2012,The Signature of All Things,Elizabeth Gilbert,english,Intermediate,4.00,3.81,"61,135",nonfiction, $232.83 , $139.70 , $1.99 , $ 1 - 2 ,848,"Amazon Digital Services,  Inc.","32,400"
2012,Easy,Tammarabic Webber,english - CA,Intermediate,4.00,4.11,"133,937",fiction," $1,613.70 ", $-   , $0.99 , $ 0 - 1 ,59,"Amazon Digital Services,  Inc.","1,630"
2012,Slammed,Colleen Hoover,english,Intermediate,4.50,4.29,"153,882",fiction, $900.90 , $-   , $0.99 , $ 0 - 1 ,118,"Amazon Digital Services,  Inc.",910
2012,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,english,Intermediate,4.00,3.90,"118,475",fiction, $443.52 , $266.11 , $0.99 , $ 0 - 1 ,231,"Amazon Digital Services,  Inc.",448
2012,The Raven Boys,Maggie Stiefvater,english,Excellent,4.00,4.05,"121,727",nonfiction, $206.91 , $124.15 , $0.99 , $ 0 - 1 ,432,"Amazon Digital Services,  Inc.","5,643"
2012,Point of Retreat,Colleen Hoover,english,Excellent,4.50,4.30,"109,344",fiction, $185.13 , $-   , $0.99 , $ 0 - 1 ,475,"Amazon Digital Services,  Inc.","5,049"
2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",english,Excellent,4.50,4.25,"131,906",fiction, $162.36 , $97.42 , $0.99 , $ 0 - 1 ,550,"Amazon Digital Services,  Inc.","4,428"
2012,Reached,Ally Condie,,Intermediate,3.50,3.56,"109,290",fiction, $155.43 , $-   , $0.99 , $ 0 - 1 ,580,"Amazon Digital Services,  Inc.","4,239"
2012,The Longest Ride,Nicholas spanishrks,english,Excellent,4.00,4.14,"71,276",fiction, $144.54 , $-   , $0.99 , $ 0 - 1 ,631,"Amazon Digital Services,  Inc.","3,942"
2012,The Time Keeper,Mitch Albom,english,Intermediate,4.00,3.85,"72,277",fiction, $127.71 , $-   , $0.99 , $ 0 - 1 ,707,"Amazon Digital Services,  Inc.","48,384"
2012,The Snow Child,Eowyn Ivey,english,Intermediate,4.00,3.95,"72,328",fiction, $125.73 , $75.44 , $0.99 , $ 0 - 1 ,716,"Amazon Digital Services,  Inc.","46,872"
2012,The Coincidence of Callie & Kayden,Jessica Sorensen,english,Excellent,4.00,4.21,"97,615",fiction, $116.82 , $70.09 , $0.99 , $ 0 - 1 ,792,"Amazon Digital Services,  Inc.","36,504"
2012,Where We Belong,Emily Giffin,english - US,Intermediate,4.00,3.86,"68,224",nonfiction, $115.83 , $-   , $0.99 , $ 0 - 1 ,845,"Amazon Digital Services,  Inc.","32,616"
2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,english,Intermediate,4.00,3.80,"89,356",fiction, $114.84 , $-   , $0.99 , $ 0 - 1 ,886,"Amazon Digital Services,  Inc.","30,240"
2012,Flight Behavior,Barbarabic Kingsolver,english,Intermediate,4.00,3.75,"57,078",fiction, $109.89 , $65.93 , $0.99 , $ 0 - 1 ,1085,"Amazon Digital Services,  Inc.","4,360"
2012,The Orphan Master's Son,Adam Johnson,english,Excellent,4.00,4.06,"52,765",fiction, $108.90 , $65.34 , $0.99 , $ 0 - 1 ,1097,Macmillan,"4,320"
2012,This Man,Jodi Ellen Malpas,english,Excellent,4.00,4.13,"79,461",fiction, $108.90 , $65.34 , $0.99 , $ 0 - 1 ,1102,"Amazon Digital Services,  Inc.","4,320"
2012,Opal,Jennifer L. Armentrout,,Excellent,4.50,4.34,"92,014",fiction, $105.93 , $-   , $0.99 , $ 0 - 1 ,1213,"Amazon Digital Services,  Inc.",107
2012,Pines,Blake Crouch,,Intermediate,4.00,3.88,"34,789",fiction, $105.93 , $-   , $0.99 , $ 0 - 1 ,1218,"Amazon Digital Services,  Inc.",107
2012,Wallbanger,Alice Clayton,english,Excellent,4.00,4.10,"134,805",nonfiction," $1,898.00 ", $-   , $9.49 , $ 9 - 10 ,450,"Amazon Digital Services,  Inc.","5,400"
2012,Winter of the World,Ken Follett,english,Excellent,4.50,4.29,"71,971",nonfiction," $1,488.51 ", $893.11 , $9.99 , $ 9 - 10 ,616,HarperCollins Publishing,"4,023"
2012,Onyx,Jennifer L. Armentrout,english,Excellent,4.50,4.33,"111,448",fiction," $1,127.50 ", $676.50 , $9.02 , $ 9 - 10 ,725,Random House LLC,"46,008"
2012,frenche Four: Tobias Tells the Divergent Story,Veronica Roth,english,Excellent,4.00,4.18,"81,621",nonfiction," $1,188.81 ", $713.29 , $9.99 , $ 9 - 10 ,765,Hachette Book Group,"38,880"
2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,,Excellent,4.50,4.34,"108,884",fiction," $1,082.90 ", $649.74 , $9.10 , $ 9 - 10 ,770,"Amazon Digital Services,  Inc.","38,232"
2012,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,arabic,Intermediate,4.00,3.80,"53,187",nonfiction," $1,128.87 ", $677.32 , $9.99 , $ 9 - 10 ,984,"Amazon Digital Services,  Inc.","2,889"
2012,Deadlocked,Charlaine Harris,english,Intermediate,3.50,3.65,"65,932",nonfiction," $1,058.94 ", $635.36 , $9.99 , $ 9 - 10 ,1255,"Amazon Digital Services,  Inc.",106
2012,"Fallen Too Far (Too Far, #1)",Abbi Glines,english,Excellent,4.00,4.21,"138,871",fiction," $2,875.32 "," $1,725.19 ", $8.82 , $ 8 - 9 ,304,Penglishuin Group (USA) LLC,326
2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,english - US,Intermediate,4.00,3.97,"69,596",fiction, $934.83 , $560.90 , $7.99 , $ 7 - 8 ,827,Random House LLC,"34,344"
2012,Hopeless,Colleen Hoover,english,Intermediate,4.50,4.34,"189,938",fiction," $26,093.67 "," $15,656.20 ", $6.99 , $ 6 - 7 ,9,HarperCollins Publishers,"3,733"
2012,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,english,Intermediate,4.00,3.75,"110,552",fiction," $1,719.85 "," $1,031.91 ", $6.49 , $ 6 - 7 ,341,Hachette Book Group,265
2012,Shadow of Night,Deborah Harkness,english,Excellent,4.00,4.04,"97,925",fiction," $1,242.44 ", $745.46 , $6.98 , $ 6 - 7 ,494,"Amazon Digital Services,  Inc.","4,806"
2012,The Girl You Left Behind,Jojo Moyes,english,Intermediate,4.00,3.95,"80,991",fiction," $1,152.04 ", $691.22 , $6.94 , $ 6 - 7 ,537,Random House LLC,"4,482"
2012,The Kill Order,James Dashner,english,Intermediate,3.50,3.69,"96,568",fiction," $1,059.86 ", $635.92 , $5.38 , $ 5 - 6 ,455,Random House LLC,"5,319"
2012,This is How You Lose Her,Junot DÃ­az,english,Intermediate,4.00,3.75,"66,720",nonfiction, $624.08 , $374.45 , $5.38 , $ 5 - 6 ,865,"Amazon Digital Services,  Inc.","31,536"
2012,The Darkest Minds,Alexandra Bracken,english,Excellent,4.50,4.26,"83,886",fiction, $620.21 , $372.13 , $5.69 , $ 5 - 6 ,1150,Hachette Book Group,"4,240"
2012,Wool Omnibus,Hugh Howey,english,Intermediate,4.00,4.24,"81,982",fiction," $2,250.49 "," $1,350.29 ", $4.99 , $ 4 - 5 ,229,Penglishuin Group (USA) LLC,451
2012,The Twelve,Justin Cronin,english,Intermediate,4.00,3.98,"56,756",fiction, $538.92 , $-   , $4.99 , $ 4 - 5 ,1164,"Amazon Digital Services,  Inc.",108
2012,Losing It,Cora Carmack,english,Intermediate,4.00,3.77,"84,438",fiction, $538.92 , $323.35 , $4.99 , $ 4 - 5 ,1197,HarperCollins Publishers,108
2012,Every Day,David Levithan,english,Intermediate,4.00,3.99,"121,863",fiction," $1,149.12 ", $689.47 , $3.99 , $ 3 - 4 ,327,"Amazon Digital Services,  Inc.",288
2012,Shadow and Bone,Leigh Bardugo,english,Excellent,4.00,4.05,"135,225",fiction, $678.30 , $-   , $3.99 , $ 3 - 4 ,519,"Amazon Digital Services,  Inc.","4,590"
2012,My Life Next Door ,Huntley Fitzpatrick,english,Excellent,4.00,4.02,"102,012",fiction, $594.51 , $356.71 , $3.99 , $ 3 - 4 ,615,Simon and Schuster Digital Sales Inc,"4,023"
2012,Gabriel's Rapture,Sylvain Reynard,english,Excellent,4.00,4.22,"91,213",fiction, $530.67 , $-   , $3.99 , $ 3 - 4 ,689,"Amazon Digital Services,  Inc.","51,624"
2012,Pushing the Limits,Katie McGarry,english,Excellent,4.00,4.08,"93,818",fiction, $462.84 , $-   , $3.99 , $ 3 - 4 ,869,"Amazon Digital Services,  Inc.","31,320"
2012,The Serpent's Shadow,Rick Riordan,english,Excellent,4.50,4.28,"82,757",fiction, $345.42 , $-   , $3.03 , $ 3 - 4 ,968,"Amazon Digital Services,  Inc.","2,889"
2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",english,Famous,4.50,4.50,"68,410",fiction, $450.87 , $-   , $3.99 , $ 3 - 4 ,986,"Amazon Digital Services,  Inc.","2,889"
2012,Death Comes to Pemberley,P.D. James,english,Novice,3.00,3.21,"65,906",fiction, $426.93 , $256.16 , $3.99 , $ 3 - 4 ,1220,"Amazon Digital Services,  Inc.",107
2012,The Edge of Never,J.A. Redmerski,english - US,Excellent,4.50,4.26,"117,508",fiction, $600.99 , $360.59 , $2.99 , $ 2 - 3 ,447,Simon and Schuster Digital Sales Inc,"5,427"
2012,The One and Odutchy Ivan,"Katherine Applegate, Patricia Castelao",english,Excellent,4.00,4.24,"85,136",fiction, $475.41 , $-   , $2.99 , $ 2 - 3 ,572,"Amazon Digital Services,  Inc.","4,293"
2012,The Round House,Louise Erdrich,english,Intermediate,4.00,3.91,"67,928",fiction, $355.81 , $-   , $2.99 , $ 2 - 3 ,764,"Amazon Digital Services,  Inc.","39,312"
2012,Days of Blood & Starlight,Laini Taylor,english - CA,Excellent,4.00,4.21,"85,746",fiction, $325.91 , $195.55 , $2.99 , $ 2 - 3 ,1148,"Amazon Digital Services,  Inc.","4,240"
2012,The Racketeer,John Grisham,,Intermediate,4.00,3.79,"48,286",fiction, $322.92 , $193.75 , $2.99 , $ 2 - 3 ,1198,"Amazon Digital Services,  Inc.",108
2012,Beautiful Ruins,Jess Walter,english,Intermediate,3.50,3.67,"116,053",fiction," $9,818.45 "," $5,891.07 ", $14.99 , $ 14 - 15 ,169,Random House LLC,655
2013,Walking Disaster,Jamie McGuire,english,Excellent,4.00,4.23,"134,022",fiction," $3,221.52 ", $-   , $12.99 , $ 12 - 13 ,353,"Amazon Digital Services,  Inc.",248
2013,The Circle,Dave Eggers,english,Novice,3.50,3.46,"109,412",fiction," $3,872.60 "," $2,323.56 ", $11.39 , $ 11 - 12 ,296,Penglishuin Group (USA) LLC,340
2013,Scarlet,Marissa Meyer,english,Intermediate,4.50,4.30,"193,766",fiction," $1,720.62 "," $1,032.37 ", $0.99 , $ 0 - 1 ,52,"Amazon Digital Services,  Inc.","1,738"
2013,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",english,Intermediate,4.00,3.94,"135,635",fiction, $985.05 , $-   , $0.99 , $ 0 - 1 ,101,"Amazon Digital Services,  Inc.",995
2013,Entwined with You,Sylvia Day,english,Intermediate,4.00,4.19,"141,641",fiction, $727.65 , $-   , $0.99 , $ 0 - 1 ,153,"Amazon Digital Services,  Inc.",735
2013,The House of Hades,Rick Riordan,english,Famous,4.50,4.54,"159,774",nonfiction, $668.25 , $400.95 , $0.99 , $ 0 - 1 ,165,"Amazon Digital Services,  Inc.",675
2013,The Storyteller,Jodi Picoult,english,Intermediate,4.50,4.26,"109,313",fiction, $430.65 , $-   , $0.99 , $ 0 - 1 ,239,"Amazon Digital Services,  Inc.",435
2013,Crown of Midnight,Sarabich J. Maas,english - CA,Famous,4.50,4.49,"160,485",fiction, $426.69 , $256.01 , $0.99 , $ 0 - 1 ,241,"Amazon Digital Services,  Inc.",431
2013,Doctor Sleep,Stephen King,english,Intermediate,4.00,4.10,"95,276",fiction, $357.39 , $214.43 , $0.99 , $ 0 - 1 ,283,"Amazon Digital Services,  Inc.",361
2013,Reconstructing Amelia,Kimberly McCreight,english,Intermediate,4.00,3.82,"86,965",nonfiction, $198.99 , $119.39 , $0.99 , $ 0 - 1 ,447,"Amazon Digital Services,  Inc.","5,427"
2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,english,Excellent,4.50,4.28,"109,183",fiction, $122.76 , $73.66 , $0.99 , $ 0 - 1 ,728,"Amazon Digital Services,  Inc.","45,792"
2013,Joyland,Stephen King,english,Intermediate,4.00,3.90,"75,018",fiction, $118.80 , $-   , $0.99 , $ 0 - 1 ,746,"Amazon Digital Services,  Inc.","42,768"
2013,"Never Too Far (Too Far, #2)",Abbi Glines,english,Excellent,4.00,4.21,"97,616",fiction, $114.84 , $68.90 , $0.99 , $ 0 - 1 ,884,"Amazon Digital Services,  Inc.","30,456"
2013,Champion,Marie Lu,english,Excellent,4.50,4.37,"114,623",nonfiction," $1,688.31 "," $1,012.99 ", $9.99 , $ 9 - 10 ,523,Simon and Schuster Digital Sales Inc,"4,563"
2013,The Interestings,Meg Wolitzer,english,Intermediate,3.50,3.54,"76,566",fiction," $1,342.32 ", $805.39 , $7.99 , $ 7 - 8 ,528,HarperCollins Publishers,"4,536"
2013,Sycamore Row,John Grisham,english,Intermediate,4.00,3.98,"56,315",fiction," $1,074.57 ", $644.74 , $7.31 , $ 7 - 8 ,627,Penglishuin Group (USA) LLC,"3,969"
2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,english,Intermediate,4.50,4.32,"113,565",fiction," $8,482.43 "," $5,089.46 ", $6.49 , $ 6 - 7 ,80,Hachette Book Group,"1,307"
2013,Steelheart,Brandon Sanderson,english,Excellent,4.00,4.16,"76,261",fiction," $1,243.06 ", $745.84 , $6.83 , $ 6 - 7 ,486,Penglishuin Group (USA) LLC,"4,914"
2013,The Silent Wife,A.S.A. Harrison,english,Novice,3.50,3.30,"60,323",nonfiction, $784.16 , $470.50 , $6.76 , $ 6 - 7 ,897,"Amazon Digital Services,  Inc.","28,728"
2013,Requiem,Lauren Oliver,english,Intermediate,3.50,3.74,"100,593",fiction, $698.60 , $-   , $4.99 , $ 4 - 5 ,659,"Amazon Digital Services,  Inc.","55,080"
2013,I Am Pilgrim,Terry Hayes,english,Excellent,4.00,4.23,"49,740",fiction, $573.85 , $344.31 , $4.99 , $ 4 - 5 ,924,"Amazon Digital Services,  Inc.","2,916"
2013,Life After Life,Kate Atkinson,english,Intermediate,3.50,3.74,"138,454",fiction," $11,702.67 ", $-   , $3.99 , $ 3 - 4 ,21,"Amazon Digital Services,  Inc.","2,933"
2013,Americanah,Chimamanda Ngozi Adichie,english,Intermediate,4.50,4.26,"113,252",fiction," $2,992.50 ", $-   , $3.99 , $ 3 - 4 ,150,"Amazon Digital Services,  Inc.",750
2013,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",english,Intermediate,4.00,3.82,"67,873",fiction, $594.51 , $-   , $3.99 , $ 3 - 4 ,616,"Amazon Digital Services,  Inc.","4,023"
2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",english,Excellent,4.00,4.19,"106,236",fiction, $506.73 , $-   , $3.99 , $ 3 - 4 ,717,"Amazon Digital Services,  Inc.","46,440"
2013,The Lowland,Jhumpa Lahiri,english,Intermediate,4.00,3.82,"62,231",fiction, $470.82 , $282.49 , $3.99 , $ 3 - 4 ,818,"Amazon Digital Services,  Inc.","35,208"
2013,The Golem and the Jinni,Helene Wecker,english,Excellent,4.00,4.10,"59,650",fiction, $438.90 , $-   , $3.99 , $ 3 - 4 ,1107,"Amazon Digital Services,  Inc.","4,320"
2013,Prodigy,Marie Lu,english,Intermediate,4.50,4.29,"149,702",fiction," $1,524.90 ", $-   , $2.99 , $ 2 - 3 ,198,"Amazon Digital Services,  Inc.",510
2013,Lets Explore Diabetes with Owls,David Sedaris,english,Intermediate,4.00,3.80,"81,616",fiction, $478.40 , $287.04 , $2.99 , $ 2 - 3 ,565,Macmillan,"4,320"
2013,Beautiful Bastard,Christina Lauren,english,Excellent,4.00,4.05,"111,668",fiction, $394.68 , $-   , $2.99 , $ 2 - 3 ,695,"Amazon Digital Services,  Inc.","49,896"
2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,english,Intermediate,3.50,3.71,"59,973",fiction, $355.81 , $-   , $2.99 , $ 2 - 3 ,783,"Amazon Digital Services,  Inc.","37,152"
2014,The Rosie Effect,Graeme Simsion,english,Intermediate,3.50,3.56,"27,308",fiction," $1,225.44 ", $735.26 , $11.04 , $ 11 - 12 ,1068,Macmillan,"4,360"
2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,english,Excellent,4.00,4.17,"60,236",fiction," $1,150.20 ", $690.12 , $10.65 , $ 10 - 11 ,1174,Penglishuin Group (USA) LLC,108
2014,Mr. Mercedes,Stephen King,english,Intermediate,4.00,3.92,"125,847",fiction," $2,202.93 "," $1,321.76 ", $1.99 , $ 1 - 2 ,93,Macmillan,"1,107"
2014,To All the Boys I've Loved Before,Jenny Han,english,Excellent,4.00,4.11,"136,938",nonfiction, $598.99 , $-   , $1.99 , $ 1 - 2 ,319,"Amazon Digital Services,  Inc.",301
2014,The Girl with All the Gifts,M.R. Carey,english,Intermediate,4.00,3.93,"99,729",fiction, $463.67 , $278.20 , $1.99 , $ 1 - 2 ,383,Simon and Schuster Digital Sales Inc,233
2014,The One Plus One,Jojo Moyes,english,Intermediate,4.00,3.94,"87,412",fiction, $399.99 , $239.99 , $1.99 , $ 1 - 2 ,448,Hachette Book Group,"5,427"
2014,The Miniaturist,Jessie Burton,english,Intermediate,3.50,3.58,"56,344",fiction, $224.87 , $134.92 , $1.99 , $ 1 - 2 ,1010,HarperCollins Publishers,"2,862"
2014,The Silkworm,"Robert Galbraith, J.K. Rowling",english,Intermediate,4.00,4.03,"120,008",fiction, $608.85 , $-   , $0.99 , $ 0 - 1 ,177,"Amazon Digital Services,  Inc.",615
2014,Red Rising,Pierce Brown,english,Excellent,4.50,4.26,"104,939",fiction, $246.51 , $147.91 , $0.99 , $ 0 - 1 ,351,"Amazon Digital Services,  Inc.",249
2014,Leaving Time,Jodi Picoult,english,Intermediate,4.00,3.94,"76,553",fiction, $175.23 , $105.14 , $0.99 , $ 0 - 1 ,495,"Amazon Digital Services,  Inc.","4,779"
2014,Heir of Fire,Sarabich J. Maas,english,Famous,4.50,4.53,"123,843",fiction, $163.35 , $98.01 , $0.99 , $ 0 - 1 ,543,Hachette Book Group,"4,455"
2014,The Blood of Olympus,Rick Riordan,english,Famous,4.50,4.41,"110,719",fiction, $162.36 , $97.42 , $0.99 , $ 0 - 1 ,549,"Amazon Digital Services,  Inc.","4,428"
